DataStructure,N,runs,med_cyc,avg_cyc,med_ins,avg_ins,ipc,med_cm,avg_cm,med_br,avg_br,med_brm,avg_brm,med_l1,avg_l1,med_tlb,avg_tlb,cv_pct,stddev_cycles,ci95_cycles
vEBTree,92868,50,503411,306347,650533,519623,1.29,13,676,92969,83635,14,14,5814,5243,0,0,79.9,244675,67820
CircularBuffer,92799,50,502629,314332,650050,538361,1.29,4,183,92900,83632,14,13,5810,4638,0,0,77.4,243401,67467
Deque,92652,50,453015,336707,1023639,923762,2.26,303,946,186560,167037,108,100,5856,5209,0,4,65.5,220409,61094
SoA,92739,50,503924,371397,572560,343201,1.14,356,637,92840,83176,14,14,5807,5245,0,1,59.4,220632,61156
RBTree,92724,50,2440842,2292251,1008311,852262,0.41,42566,61664,197330,168270,828,740,128830,109576,7,181,67.6,1549579,429521
Heap,92747,50,503376,397498,649686,582108,1.29,2,98,92848,83112,13,12,5807,4575,0,0,50.7,201601,55881
Trie,92911,50,56172401,57632014,14870675,14798654,0.26,2635070,2630579,4253857,4236484,891109,894014,920479,916282,61119,60156,8.7,5028149,1393732
HashMap,92680,50,1960790,2078310,1256983,1055192,0.64,45537,52377,278142,240889,2107,1894,116887,106149,313,407,73.5,1527121,423296
AoS,92818,50,507387,338033,650183,525285,1.28,2589,4193,92919,84245,15,14,23267,20976,6,47,77.8,263105,72929
LinkedList,92919,50,5438955,6947687,615084,563121,0.11,25111,61404,91774,79052,15,17,89524,82545,2,354,57.1,3966508,1099460
RBTree,93073,50,2493928,2443460,1011834,865024,0.41,33023,64015,198034,167055,880,785,129616,113448,12,251,70.1,1713708,475016
vEBTree,93084,50,504592,359704,652045,575364,1.29,9,208,93185,82458,14,12,5829,5166,0,0,62.5,224658,62272
BST,93049,50,4290302,4489953,1011594,891137,0.24,90032,113359,197986,171215,1219,1181,150953,131060,255,615,61.2,2748015,761711
Vector,93193,50,500270,332128,652808,535206,1.30,1646,1749,93294,84297,16,15,5853,5340,2,5,73.1,242877,67322
HashMap,93041,50,2608761,3226486,1245275,1098494,0.48,110845,103639,279225,243427,3934,4226,115290,97247,127,393,66.7,2151877,596470
Deque,92964,50,441419,260602,1025199,873439,2.32,126,1256,186560,168215,106,97,5865,5294,0,0,85.1,221830,61488
AoS,93249,50,525154,417604,653200,546341,1.24,10861,10674,93350,72776,14,14,23326,20545,0,21,75.5,315418,87430
LinkedList,93145,50,8857147,8060050,552693,556868,0.06,115507,91400,79943,79858,20,18,83760,83468,119,387,49.8,4013858,1112585
Trie,92986,50,55663876,56931950,14820113,14807580,0.27,2642439,2626040,4250437,4240044,891160,888194,918834,913631,60435,60270,9.9,5654597,1567374
Heap,93093,50,505468,365593,652108,580767,1.29,44,273,93194,83252,12,12,5830,4552,0,0,61.4,224445,62213
SoA,93198,50,506504,396609,652843,579563,1.29,6,97,93299,72945,12,12,5836,5206,0,0,52.1,206493,57237
SkipList,93021,50,2122410,1725962,651603,573564,0.31,113851,111591,93122,80434,13,12,93671,81049,1533,1208,54.4,939155,260321
BTree,93242,50,1241825,1091875,1305873,1121644,1.05,20990,28736,221071,183173,20778,17469,75086,66141,7,55,63.8,697158,193242
Array,93145,50,506512,401012,652472,377890,1.29,18,493,93246,83232,15,15,5833,5192,0,0,50.7,203164,56314
CircularBuffer,93203,50,504246,279592,652878,546282,1.29,1161,1945,93304,83394,15,15,5841,5219,0,0,89.4,250091,69322
SlabList,93052,50,508986,310830,653378,534098,1.28,773,1088,93376,83711,105,95,5859,5284,0,2,79.4,246817,68414
SoA,93529,50,510015,404618,655160,584528,1.28,771,1361,93630,84155,15,14,5856,4021,0,1,51.9,209854,58169
Trie,93522,50,57314551,57375856,14947265,14892261,0.26,2645662,2641699,4270481,4258891,894705,891657,927179,919092,60296,60654,7.3,4188894,1161102
BTree,93503,50,1264335,1000284,1311989,1157591,1.04,9721,13913,221901,178484,20879,17878,75596,64688,9,18,53.9,539114,149435
Deque,93423,50,454337,338580,1033647,905109,2.28,0,15,188609,165173,107,95,5893,5159,0,0,58.0,196522,54473
Array,93338,50,507209,392523,653823,580194,1.29,1,109,93439,82973,14,13,5844,5199,0,0,53.5,210090,58234
HashMap,93391,50,2332093,2336189,1265632,1099914,0.54,40356,57539,280275,247531,4107,3452,116607,100311,87,434,66.3,1548323,429173
SlabList,93463,50,506063,287559,660553,555446,1.31,1232,1316,94401,85729,107,98,5950,5399,0,13,90.2,259281,71869
AoS,93296,50,559431,387181,653529,572011,1.17,15802,14945,93397,87323,17,16,23399,20150,0,66,90.4,349985,97011
LinkedList,93445,50,11890657,11589647,563035,562964,0.05,168067,149301,79891,80594,25,22,89378,87604,2247,2461,30.6,3543248,982138
SkipList,93397,50,2216624,1677963,654236,544453,0.30,163296,140462,93499,79243,14,14,94042,82000,951,877,60.3,1010982,280230
BST,93388,50,2148697,2202893,1015061,880229,0.47,26429,51652,198678,177729,755,719,151864,127580,0,75,75.9,1671756,463387
RBTree,93321,50,5000006,4936374,1007150,864398,0.20,211478,200712,198530,173650,945,923,122709,113465,600,2278,49.6,2448499,678689
CircularBuffer,93387,50,507513,312889,654166,523450,1.29,666,880,93488,84242,14,14,5848,5333,0,0,78.4,245379,68016
vEBTree,93353,50,505409,317655,653928,531555,1.29,114,499,93454,74849,14,13,5846,5273,0,0,76.2,241928,67059
Heap,93513,50,507614,317062,655048,526729,1.29,276,932,93614,85442,15,14,5856,5311,0,0,78.9,250225,69359
Vector,93426,50,512169,366655,654439,575626,1.28,1637,1888,93527,77574,15,13,5860,5342,0,1,67.2,246256,68259
BTree,93702,50,1483439,1444689,1316791,1141853,0.89,52681,57133,222545,197962,21239,17850,76317,67390,18,269,73.7,1064726,295127
RBTree,93795,50,4272124,4658102,1017705,868008,0.24,205727,187680,198866,173065,727,867,129016,114238,53,1381,60.2,2802117,776707
LinkedList,93773,50,8118456,8107391,562293,566528,0.07,85427,89353,83896,80541,17,17,89385,84991,2,917,61.1,4953472,1373032
SoA,93558,50,507532,346525,655363,548768,1.29,1052,1268,93659,80026,15,14,5865,5360,0,0,69.2,239901,66497
Trie,93638,50,56958803,57562777,14951603,14901434,0.26,2649880,2647394,4289364,4268054,893852,890869,921735,917653,60458,60517,7.1,4073741,1129183
BST,93551,50,1720696,1489318,1016833,850875,0.59,1422,9329,199029,168855,669,644,153244,135134,0,45,74.0,1101499,305320
HashMap,93756,50,898504,953930,1287328,1137042,1.43,5588,17247,281369,244246,2607,2296,120782,100107,0,10,69.6,663965,184042
SlabList,93665,50,513890,359540,660553,592665,1.29,289,951,94401,83963,105,95,5922,4596,0,0,65.1,234101,64889
Deque,93850,50,457132,350768,1035782,906238,2.27,103,359,188609,165976,108,97,5921,5281,0,0,57.6,201959,55980
CircularBuffer,93746,50,508519,316305,656679,545515,1.29,2,564,93847,83091,14,13,5872,5208,0,0,79.1,250044,69309
Array,93584,50,509587,315205,655545,515053,1.29,1434,2405,93685,83281,14,14,5861,5240,0,0,85.4,269338,74657
vEBTree,93671,50,510488,312720,656154,516736,1.29,1644,1853,93772,84872,15,14,5866,5297,0,0,83.5,261214,72405
Heap,93729,50,510692,329024,656560,528296,1.29,1661,1883,93830,75142,16,15,5885,5322,0,6,77.0,253284,70207
SkipList,93768,50,2119366,1624548,656833,551531,0.31,116927,109605,93870,79127,14,14,94425,82409,1254,894,64.4,1045722,289859
Vector,93747,50,508540,345531,656686,583155,1.29,0,36,93848,83774,14,13,5873,5241,0,0,69.4,239807,66471
AoS,93740,50,510070,310160,656637,526350,1.29,5,322,93841,83813,14,13,23447,20961,0,0,83.3,258455,71640
Deque,93900,50,455767,307593,1036032,793590,2.27,10,585,188609,166184,106,98,5924,5307,0,3,76.2,234440,64983
CircularBuffer,93852,50,509592,353010,657421,584785,1.29,42,554,93953,83505,14,12,5878,5242,0,0,67.1,237003,65694
Heap,93881,50,509749,378613,657624,584423,1.29,319,1089,93982,84621,13,13,5878,4588,0,0,61.2,231776,64245
SkipList,93869,50,2272236,2011632,657540,551694,0.29,152770,132963,93971,80189,14,14,94544,84480,1289,923,75.7,1521813,421825
AoS,94141,50,542134,519424,659444,523818,1.22,4709,7542,94242,85538,13,11,23548,21187,0,0,32.9,170673,47308
RBTree,93862,50,4841980,5803799,1020163,880779,0.21,225453,190413,189576,171297,1225,1221,130682,120190,2922,4038,52.9,3069733,850887
HashMap,93859,50,983720,1531285,1301101,1101720,1.32,24482,50798,281679,245478,3136,3324,119070,105060,3,84,84.6,1294904,358929
vEBTree,94027,50,510432,336308,658646,543553,1.29,0,88,94128,83924,14,13,5889,5355,0,0,73.4,246896,68436
LinkedList,93977,50,6803636,7879645,567638,555698,0.08,51268,79775,83494,80975,18,18,87642,85555,5,395,59.0,4651046,1289204
Vector,94049,50,507513,313899,658800,529121,1.30,37,298,94150,85080,16,15,5909,5339,0,4,78.7,247188,68517
SlabList,93880,50,512652,311872,660553,534034,1.29,11,515,94401,84375,106,97,5923,5365,0,0,80.0,249368,69121
SoA,93925,50,510178,367318,657932,593541,1.29,19,503,94026,74660,14,13,5882,5285,0,0,62.3,228806,63422
BTree,93935,50,1240303,1077631,1322005,1053643,1.07,12000,24223,223263,190926,21227,16981,76487,69692,10,94,94.8,1021535,283155
Array,93997,50,509120,380460,658436,584758,1.29,0,16,94098,84076,13,12,5887,4598,0,0,58.9,224254,62160
Trie,93870,50,58104893,58922350,14988105,14934058,0.26,2656099,2643589,4298969,4272537,898314,899032,924952,922158,61685,60749,7.6,4486994,1243731
BST,94096,50,1996146,1975334,1022702,870558,0.51,11698,44042,200196,171779,693,659,153632,133292,0,191,78.0,1540515,427009
Heap,94434,50,512627,342431,661495,541408,1.29,48,715,94535,85592,14,12,5914,5375,0,0,69.6,238287,66050
CircularBuffer,94421,50,511830,330875,661404,598167,1.29,210,912,94522,85951,14,13,5912,5368,0,0,74.3,245978,68181
Vector,94425,50,511831,315495,661432,530175,1.29,4,459,94526,85791,15,14,5912,5355,0,0,78.8,248594,68907
SlabList,94354,50,518491,288178,667728,497406,1.29,12,320,95426,86234,107,98,5985,5406,0,0,88.9,256209,71017
AoS,94357,50,515470,334363,660956,551494,1.28,27,2055,94458,76014,13,13,23601,21301,0,0,73.1,244310,67719
Deque,94300,50,460131,343977,1044185,936101,2.27,1,407,190658,169789,109,99,5949,5276,0,0,56.7,195157,54095
LinkedList,94312,50,5066230,5079641,660639,573945,0.13,10752,27991,92987,80143,18,17,97611,83561,2,36,58.3,2961257,820819
SkipList,94218,50,2175147,1708328,659983,560955,0.30,134368,120377,94320,82345,13,13,94878,80384,1181,883,64.3,1097709,304269
Array,94233,50,512401,400943,660088,583833,1.29,11,242,94334,66167,14,13,5901,5267,0,0,53.6,215101,59623
BST,94308,50,1740327,1550902,1025008,888978,0.59,1146,11029,200653,168945,752,645,154435,133600,0,1,62.7,972925,269681
vEBTree,94444,50,512685,316479,661565,542478,1.29,58,974,94545,83650,13,12,5914,5298,0,0,80.2,253774,70343
SoA,94231,50,511760,340165,660074,583707,1.29,7,376,94332,72763,14,13,5901,5252,0,0,72.3,245936,68170
Trie,94301,50,56274133,56659466,15043065,14997504,0.27,2635468,2623285,4296045,4291380,895128,893102,926689,924658,61370,60940,3.6,2028345,562229
BTree,94182,50,1338513,1081827,1327543,1126001,0.99,11527,19924,224031,198241,21469,18673,77046,66228,4,16,67.4,729618,202240
RBTree,94340,50,3002288,3272453,1025460,871129,0.34,40604,83785,200736,173612,829,829,131207,116712,8,1870,72.4,2370305,657015
HashMap,94333,50,726133,630007,1306593,942064,1.80,3560,7779,283100,250948,3084,2777,123431,113168,0,30,102.3,644544,178658
Vector,94526,50,513451,356718,662139,579781,1.29,1,94,94627,82913,14,13,5919,5172,0,0,65.5,233550,64737
Array,94724,50,514138,385595,663525,579060,1.29,0,10,94825,82968,13,12,5931,5204,0,0,57.3,220759,61191
LinkedList,94654,50,4617804,4178272,663033,560978,0.14,5226,14468,94756,80859,13,14,98364,85509,0,43,60.4,2523349,699437
Heap,94687,50,513377,384068,663266,578623,1.29,1,56,94788,83158,14,13,5930,5180,0,0,57.5,220930,61239
BTree,94508,50,1356557,1101749,1335205,1053123,0.98,14843,35800,225069,199525,21864,19341,77955,68517,5,35,77.2,850917,235862
SkipList,94666,50,2216324,1960936,663118,557217,0.30,132034,118080,94768,82006,13,13,95343,83919,1230,910,75.9,1489055,412745
RBTree,94472,50,2798558,2333695,1027608,876956,0.37,39764,47961,201104,170213,650,576,131158,114120,0,5,58.2,1358734,376622
HashMap,94622,50,937442,757534,1311827,1126585,1.40,4507,7726,283967,244904,1276,1145,126350,112601,2,3,67.2,508943,141072
AoS,94471,50,517471,333192,661754,577535,1.28,95,1203,94572,83541,13,12,23629,20978,0,0,76.9,256378,71064
Deque,94550,50,460469,332560,1045435,900630,2.27,0,27,190658,164909,109,95,5963,5145,0,0,61.0,202696,56185
BST,94585,50,1865764,1539811,1029097,860766,0.55,4993,14852,201377,172354,718,651,154301,136486,0,0,77.0,1185946,328728
vEBTree,94675,50,514560,380295,663182,581452,1.29,3,337,94776,83291,14,12,5928,5216,0,0,58.8,223742,62018
CircularBuffer,94737,50,513650,326317,663616,501758,1.29,2,48,94838,83291,13,12,5934,5234,0,0,75.7,247119,68498
SlabList,94644,50,519033,319699,667728,572140,1.29,8,150,95426,83887,106,94,5985,5260,0,0,77.5,247832,68695
SoA,94506,50,513571,339649,661999,580012,1.29,0,163,94607,83355,13,12,5918,5194,0,0,70.8,240338,66618
Trie,94607,50,58130587,57809227,15064270,15044822,0.26,2651101,2644865,4312921,4306245,898380,896836,929448,927672,61119,61117,4.3,2497079,692155
Deque,94925,50,461760,332059,1047310,902807,2.27,0,30,190658,164707,108,95,5988,5162,0,0,62.0,205843,57057
SoA,95020,50,514880,370489,665597,580992,1.29,1,55,95121,83159,13,12,5949,5215,0,0,61.4,227392,63030
vEBTree,94982,50,515371,360390,665331,580919,1.29,0,62,95083,83286,13,12,5949,5208,0,0,64.3,231763,64241
LinkedList,94898,50,6386947,7308886,592734,562481,0.09,38724,59651,94270,81764,17,17,95177,85071,4,74,64.4,4708785,1305209
RBTree,94761,50,3225677,3174067,1031653,902400,0.32,75109,84893,201828,172425,653,605,131040,111325,16,157,55.5,1760338,487941
SlabList,94934,50,519208,348775,667728,586208,1.29,11,202,95426,83884,105,94,5985,5265,0,0,68.4,238498,66108
CircularBuffer,94976,50,516096,391675,665289,584937,1.29,9,218,95077,83483,14,13,5948,5534,0,0,56.2,220097,61008
Array,94818,50,515106,320460,664183,582308,1.29,64,588,94919,83992,13,12,5938,5262,0,1,78.6,251817,69800
BTree,95046,50,1330173,1086567,1347591,1164726,1.01,10865,17724,226765,199280,22244,19430,79048,67876,6,74,64.6,702407,194697
HashMap,94758,50,978169,799006,1316835,1098001,1.35,8071,13201,284375,252759,3010,2837,123852,109523,0,10,73.4,586206,162488
AoS,94864,50,518160,397888,664505,583876,1.28,4,245,94965,72583,15,14,23728,20846,0,1,55.4,220478,61113
Heap,94927,50,514747,315743,664946,564225,1.29,0,80,95028,83538,15,14,5945,5240,0,0,78.1,246677,68375
Trie,94820,50,58371128,57881946,15139693,15077986,0.26,2667830,2656128,4336683,4315093,901610,898486,931761,929072,61022,61256,3.9,2269073,628955
Vector,94962,50,515916,377770,665191,584094,1.29,2,73,95063,83179,14,13,5947,5199,0,0,59.9,226097,62671
SkipList,94752,50,2195238,1631980,663720,561149,0.30,94391,93249,94853,76728,14,13,95416,84578,1512,924,62.0,1011688,280426
BST,94874,50,1816869,1375596,1032892,880831,0.57,3560,7034,202073,171878,657,602,155204,135791,0,4,65.6,902625,250195
Vector,95317,50,516513,312206,667676,564737,1.29,8,187,95418,84264,15,14,5968,5274,0,0,80.2,250267,69370
Trie,95293,50,58399366,58103893,15191072,15144793,0.26,2679620,2666719,4353395,4334668,905560,900325,936462,933598,62241,61666,3.9,2239373,620722
AoS,95232,50,519585,368193,667081,570111,1.28,1225,6417,95333,86758,15,15,23819,20827,0,54,74.7,274867,76189
HashMap,95067,50,1032176,757398,1283167,1032130,1.24,1800,6748,285302,256055,3663,3415,124863,112441,0,7,90.8,687576,190586
BST,95073,50,1733035,1411366,1035825,847792,0.60,635,9106,202593,176981,821,762,155656,137321,0,2,88.3,1246438,345495
SoA,95200,50,517598,388611,666857,582894,1.29,7,90,95301,83978,14,13,5962,5225,0,0,57.3,222821,61763
Deque,95231,50,462000,342116,1048840,910994,2.27,2,349,190658,164769,106,93,6007,4568,0,0,58.7,200864,55677
CircularBuffer,95111,50,516919,390598,666234,583823,1.29,4,379,95212,86293,14,12,5958,5242,0,0,57.2,223259,61884
SlabList,95134,50,517535,338058,667728,587144,1.29,17,482,95426,85918,107,98,5986,5315,0,2,73.6,248688,68933
SkipList,95345,50,2173340,1560524,667871,563469,0.31,82241,84161,95446,82736,13,12,96011,83630,1117,892,61.8,964528,267354
BTree,95328,50,1365523,1050036,1354312,1150942,0.99,9675,14602,227673,196510,22509,19806,79748,70858,10,73,66.3,696581,193082
Heap,95124,50,515613,325672,666325,583562,1.29,0,19,95225,83270,15,14,5956,5215,0,0,76.1,247770,68678
LinkedList,95172,50,4956344,4879140,666659,566447,0.13,6834,22570,95274,81128,16,15,98927,87052,0,103,67.2,3277158,908382
Array,95196,50,516669,318853,666829,578455,1.29,1,66,95297,83426,14,14,5961,5304,0,2,78.2,249492,69156
RBTree,95293,50,2961632,2539078,1039018,887893,0.35,38939,50462,203162,173280,864,778,132358,112545,4,122,64.9,1648412,456916
vEBTree,95091,50,515738,374151,666094,584734,1.29,0,25,95192,83577,15,13,5954,5215,0,0,60.4,226147,62685
BTree,95650,50,1359734,1025863,1361739,1153072,1.00,9366,13662,228685,196083,22657,19708,80382,71413,5,43,69.5,712775,197571
vEBTree,95590,50,518571,325118,669587,583670,1.29,1,105,95691,83958,13,13,5985,5240,0,0,76.6,249055,69035
BST,95386,50,1851896,1467931,1040181,879376,0.56,3108,7337,203375,176235,844,775,156320,136300,0,11,82.3,1207792,334783
Trie,95500,50,57007795,57714965,15251572,15184718,0.27,2685268,2679431,4360566,4345732,908947,907288,939440,936330,62004,61707,6.8,3913109,1084658
Heap,95517,50,518214,355874,669076,586003,1.29,3,278,95618,84103,13,12,5982,5234,0,0,66.4,236140,65455
AoS,95630,50,522515,408316,669867,592577,1.28,20,1747,95731,83855,13,12,23920,20946,0,0,53.7,219142,60743
RBTree,95374,50,4924715,5513449,1011968,903995,0.21,201788,195211,203352,173936,1013,1170,131085,120583,328,3008,50.8,2803558,777107
SlabList,95621,50,523617,313861,674903,538407,1.29,0,41,96451,86817,108,98,6050,5464,0,0,81.4,255405,70795
Deque,95422,50,458858,275549,1055948,938945,2.30,0,182,192707,177689,112,101,6019,5349,0,2,82.5,227359,63021
CircularBuffer,95362,50,516846,308729,667991,531843,1.29,1,70,95463,85824,14,13,5972,5371,0,0,80.5,248384,68849
HashMap,95400,50,851311,615206,1331703,1109468,1.56,2324,5121,286301,249171,3159,2789,126351,109631,4,4,68.1,418990,116138
SkipList,95460,50,2150072,1724147,668676,579754,0.31,111735,112765,95562,82860,12,11,96120,83188,1626,986,52.5,905843,251087
SoA,95511,50,514275,308914,669034,595136,1.30,0,75,95612,85154,14,13,5981,5355,0,0,80.8,249617,69190
Vector,95605,50,518666,350970,669692,525739,1.29,0,60,95706,85622,14,13,5988,5349,0,0,69.0,242169,67126
LinkedList,95563,50,4983100,4430275,669396,575678,0.13,8546,19705,95665,82224,14,13,98556,85360,1,6,59.4,2632262,729626
Array,95362,50,517396,371316,667991,589194,1.29,0,215,95463,84275,13,12,5972,4316,0,1,61.4,227903,63171
BST,95728,50,1903059,1471882,1043824,893736,0.55,6011,9543,204101,177718,839,761,156533,128871,0,2,63.8,938917,260254
SkipList,95776,50,2192304,1543482,670888,550274,0.31,98152,95499,95877,84335,13,12,96458,84739,1033,870,67.3,1038861,287958
Heap,95914,50,520461,369504,671855,590446,1.29,0,45,96015,84788,15,14,6005,5282,0,0,62.3,230163,63798
LinkedList,95811,50,4827122,4331822,671132,572614,0.14,6477,15540,95913,81867,15,13,99547,86242,0,8,56.8,2459518,681744
AoS,95812,50,523536,403307,671141,587473,1.28,9,214,95913,84260,14,13,23966,20990,0,0,56.3,227259,62993
SlabList,95728,50,525101,335360,674903,592744,1.29,7,533,96451,85034,107,98,6050,5449,0,1,75.8,254226,70468
HashMap,95848,50,1165237,1022863,1320033,1102132,1.13,13737,21747,287645,225353,3711,3252,126288,112833,4,15,76.4,781749,216690
RBTree,95761,50,2758665,3319842,1044155,874983,0.38,53090,95220,204168,174431,859,803,133205,116122,5,474,78.5,2606477,722479
Deque,95779,50,466744,346515,1057733,915086,2.27,0,127,192707,141320,109,97,6042,5465,0,0,58.6,203183,56320
CircularBuffer,95780,50,519356,363838,670917,589688,1.29,0,137,95881,84493,14,14,5995,5287,0,0,65.9,239909,66499
Array,95910,50,519717,328457,671827,582623,1.29,0,254,96011,84455,14,13,6005,5281,0,0,75.7,248700,68936
Vector,95690,50,519174,355729,670287,590215,1.29,2,133,95791,84199,15,13,5991,5269,0,0,66.6,236843,65649
BTree,95674,50,1478466,1176302,1362305,1153591,0.92,36667,43035,228765,200452,22854,20575,80740,71843,9,92,74.2,873386,242090
Trie,95903,50,59111896,58814953,15352699,15248033,0.26,2693068,2673155,4391603,4356472,913732,908215,945562,940084,63227,62198,4.0,2377346,658967
vEBTree,95753,50,520082,401503,670728,590400,1.29,1,145,95854,84835,14,14,5996,5997,0,0,56.5,226760,62855
SoA,95686,50,518395,363561,670259,586883,1.29,0,7,95787,83824,13,12,5990,5253,0,0,65.4,237729,65895
Vector,96033,50,521134,358923,672688,588313,1.29,0,55,96134,84174,14,13,6013,5293,0,0,69.0,247822,68693
LinkedList,96201,50,5210299,5991176,673862,570036,0.13,11635,37767,96303,82362,14,14,98254,87141,0,58,66.1,3962239,1098277
RBTree,96174,50,2838811,3593939,1049682,886463,0.37,49625,90642,205184,177872,701,738,133265,115958,11,341,80.8,2902921,804649
HashMap,96168,50,1164287,1002486,1291405,1082559,1.11,4632,11991,288605,240128,2955,2562,122717,106097,4,6,77.8,779653,216109
vEBTree,95997,50,520693,340079,672436,514148,1.29,9,374,96098,72963,13,12,6012,5299,0,0,73.3,249132,69056
Array,96229,50,521767,385260,674060,589666,1.29,0,8,96330,84392,14,13,6024,5296,0,0,61.0,234894,65109
CircularBuffer,96067,50,521387,395155,672926,588691,1.29,0,23,96168,72787,13,12,6014,5275,0,0,56.9,224924,62346
BTree,96041,50,1336018,1095088,1370971,1116516,1.03,11527,29107,229937,205867,23088,20619,81405,72227,0,59,81.9,897068,248654
BST,96070,50,1846394,1574754,1048379,889025,0.57,2663,12170,204939,170076,640,618,157519,139724,0,40,77.6,1221832,338674
AoS,96234,50,525374,327956,674095,569069,1.28,38,1400,96335,84830,13,12,24071,21222,0,0,79.0,259206,71848
SlabList,96233,50,524914,352105,674903,515449,1.29,33,417,96451,84905,106,95,6050,5325,0,0,73.0,257002,71237
Trie,96244,50,58890236,58980368,15370993,15276202,0.26,2701609,2688576,4400303,4370535,913699,908461,945700,942087,62713,62362,3.9,2296547,636570
Heap,96215,50,522791,367255,673962,589658,1.29,67,315,96316,84545,14,13,6025,5283,0,0,67.3,247194,68519
SoA,96156,50,521903,368067,673549,596331,1.29,3,523,96257,84561,14,13,6021,5293,0,0,64.3,236662,65599
Deque,96214,50,467280,346966,1059908,919965,2.27,0,14,192707,167774,109,96,6069,5272,0,0,59.2,205451,56948
SkipList,95962,50,2189448,1730491,672190,576860,0.31,92546,96455,96063,78856,13,12,96630,84164,1652,1029,60.6,1047952,290478
AoS,96527,50,526229,313451,676146,594941,1.28,43,2772,96628,85518,15,14,24143,22333,0,20,99.2,310837,86160
LinkedList,96362,50,4791806,5016509,674989,575649,0.14,3108,23736,96464,83094,15,14,100187,86143,0,248,69.4,3482499,965300
Trie,96349,50,59007024,58934667,15383164,15290414,0.26,2732941,2712467,4413137,4373549,919290,912933,949595,943650,63522,62496,5.8,3436554,952564
Heap,96357,50,523576,318686,674956,544758,1.29,23,570,96458,86324,14,13,6033,5426,0,0,82.3,262346,72719
SkipList,96331,50,2147078,1627212,674773,580163,0.31,105633,96002,96432,82580,13,12,97002,83276,1340,955,57.3,933049,258628
Vector,96463,50,524139,301515,675698,528037,1.29,5,416,96564,85573,13,13,6041,5351,0,0,87.7,264557,73332
vEBTree,96277,50,523125,415660,674396,600064,1.29,0,177,96378,85436,13,12,6029,4649,0,0,52.1,216705,60068
HashMap,96510,50,1179356,962278,1302120,1136871,1.10,5894,10933,289631,249407,3142,2812,124845,105758,0,9,69.4,667717,185082
CircularBuffer,96529,50,523538,343291,676160,582981,1.29,3,166,96630,86162,15,14,6044,5348,0,2,76.6,262957,72888
BTree,96499,50,1418442,1071668,1381794,1198114,0.97,16370,21396,231397,204697,23489,20391,82529,71388,4,20,64.6,692130,191849
SoA,96421,50,521929,311375,675404,546577,1.29,3,187,96522,86529,14,13,6037,5355,0,0,83.1,258894,71762
RBTree,96322,50,3056214,2725999,1052044,890067,0.34,54644,64254,205588,177480,540,513,133821,118156,1,277,73.3,1998053,553832
BST,96425,50,1900442,1988138,1053128,893348,0.55,4346,22171,205803,176781,611,666,157845,138945,0,172,87.2,1732894,480334
SlabList,96363,50,529675,411291,682078,604731,1.29,167,472,97476,76171,109,99,6119,6124,0,5,54.5,224012,62093
Deque,96262,50,456987,330468,1066301,923739,2.33,3,913,194756,170336,112,99,6075,5482,0,0,72.1,238342,66065
Array,96490,50,521018,357414,675887,602481,1.30,244,492,96591,76542,15,15,6056,5394,0,5,70.8,253048,70141
SlabList,96600,50,530798,338899,682078,563226,1.29,493,1130,97476,86735,109,98,6116,5423,0,5,77.7,263223,72962
Heap,96814,50,527921,362665,678155,599599,1.28,557,1329,96915,86970,14,14,6064,5378,0,0,70.8,256666,71144
BTree,96568,50,1414138,1173702,1383566,1151334,0.98,15227,26547,231629,200391,23595,20574,82709,74212,11,131,81.0,951043,263616
HashMap,96745,50,972301,867594,1339206,1151442,1.38,4110,10464,290336,221257,3924,3443,127305,114920,4,7,71.5,620735,172059
Trie,96608,50,59125775,59305152,15401831,15342700,0.26,2721222,2714120,4412917,4390881,918428,914329,951434,946197,63431,62311,5.0,2939818,814876
RBTree,96824,50,2623109,2892675,1058766,883799,0.40,33970,65202,206820,178037,832,836,134721,112424,0,1012,88.1,2549433,706667
CircularBuffer,96656,50,524805,370878,677049,602775,1.29,0,21,96757,85051,14,13,6053,5309,0,0,63.5,235416,65254
SoA,96844,50,525501,362200,678365,594085,1.29,1,33,96945,85086,13,12,6063,5311,0,0,66.6,241051,66816
AoS,96777,50,528077,415764,677896,596585,1.28,9,339,96878,85021,14,13,24206,21682,0,0,57.9,240651,66705
Vector,96699,50,523978,320985,677350,598723,1.29,12,596,96800,84863,14,13,6055,5348,0,0,81.8,262721,72823
vEBTree,96617,50,524084,352702,676776,604527,1.29,15,647,96718,84788,14,13,6051,5669,0,0,73.1,257793,71457
Array,96786,50,524905,351165,677959,525916,1.29,6,274,96887,85235,14,13,6060,5356,0,0,72.9,255958,70948
BST,96832,50,1978260,2417216,1058899,902992,0.54,5161,33465,206839,180791,764,798,158808,129868,0,211,92.3,2230692,618316
LinkedList,96771,50,4665211,4804502,677852,571484,0.15,3132,20509,96873,81901,15,16,100391,88030,0,150,66.2,3178331,880989
Deque,96582,50,470973,345481,1067901,924270,2.27,2,84,194756,169395,110,98,6095,5278,0,1,60.3,208410,57768
SkipList,96776,50,2314707,1798336,677888,586493,0.29,119582,110578,96877,83482,14,14,97456,83467,1480,995,59.2,1064699,295119
Array,96878,50,525872,407867,678603,596401,1.29,0,32,96979,85190,13,12,6067,5317,0,0,56.6,230784,63970
