DataStructure,N,runs,med_cyc,avg_cyc,med_ins,avg_ins,ipc,med_cm,avg_cm,med_br,avg_br,med_brm,avg_brm,med_l1,avg_l1,med_tlb,avg_tlb,cv_pct,stddev_cycles,ci95_cycles
Trie,96859,50,59493408,60193461,15453905,15357598,0.26,2728912,2720205,4424519,4399842,923389,922835,953953,948581,63650,62551,6.2,3748157,1038936
SkipList,97063,50,2457519,2085444,679898,588682,0.28,174947,151483,97165,84021,17,17,97758,82316,1290,979,58.8,1226269,339904
RBTree,96915,50,6341753,6534118,883850,910754,0.14,290221,285102,169546,178523,1403,1412,133562,131148,5969,6641,32.7,2134170,591562
LinkedList,97033,50,6727481,7467702,584428,588590,0.09,65748,81168,84238,82731,19,18,89153,85124,2,182,52.0,3884478,1076722
CircularBuffer,97049,50,526564,332634,679800,550914,1.29,29,194,97150,88182,15,14,6077,5525,0,0,75.7,251726,69775
SlabList,96954,50,530126,354792,682078,582287,1.29,28,130,97476,88749,109,100,6113,5554,0,0,69.6,246983,68460
vEBTree,96913,50,518866,292979,678848,507734,1.31,22,162,97014,87409,14,13,6069,5491,0,0,87.6,256722,71160
BTree,97022,50,2007527,1571708,1394182,1196135,0.69,25271,34272,233074,202612,24126,21023,84557,74389,292,215,62.0,974101,270007
Deque,96957,50,610636,411282,1069776,891579,1.75,27,264,194756,172746,111,103,6130,5628,0,0,68.2,280656,77794
AoS,96908,50,527209,367350,678813,618317,1.29,116,1259,39,39080,14,13,24269,21953,19,18,67.6,248349,68839
Vector,96907,50,526212,426142,678806,615855,1.29,97,361,57104,48866,14,14,6070,5469,0,2,48.3,205893,57071
Heap,97053,50,525135,316404,679828,544388,1.29,18,68,97154,87473,13,12,6076,5468,0,0,78.7,249160,69063
HashMap,97089,50,2383318,1881710,1352272,1131621,0.57,61875,61437,291369,256567,5625,5019,123509,106152,198,217,62.5,1176021,325976
BST,96993,50,2030710,1723754,1061033,908849,0.52,12903,20665,207228,182598,861,774,158282,131697,0,15,59.7,1028844,285181
SoA,97121,50,526404,334422,680304,559008,1.29,15,55,97222,88341,14,14,6082,5498,0,0,73.7,246586,68350
Vector,97213,50,527907,354773,680948,577330,1.29,212,335,97314,88244,13,12,6089,4899,0,0,71.1,252241,69918
AoS,97188,50,531736,345354,680773,553356,1.28,1350,1553,97289,88771,13,12,24309,22078,0,0,76.4,263760,73111
CircularBuffer,97164,50,526961,332449,680605,549447,1.29,19,74,97265,88176,15,14,6083,4379,0,0,76.8,255232,70747
BST,97316,50,2562379,2672356,1064263,892042,0.42,47546,74240,207874,176492,929,875,158568,137973,1,116,65.3,1743874,483377
SoA,97359,50,529725,354135,681970,554672,1.29,954,1949,97460,81847,14,14,6098,5583,0,1,73.0,258669,71699
RBTree,97202,50,5628153,5920953,960595,914633,0.17,253150,244610,183717,177333,1265,1313,133686,129168,2512,5956,44.6,2643194,732656
HashMap,97402,50,1591966,1654377,1315379,1115847,0.83,50057,56759,292308,258164,3096,2774,122024,103402,4,80,74.7,1236370,342704
Deque,97422,50,475445,303473,1078254,875826,2.27,461,843,196805,174985,114,105,6150,5584,0,0,76.9,233261,64657
Trie,97276,50,56855626,59174960,15465566,15443967,0.27,2698719,2709369,4427861,4412813,927886,931026,955612,954593,62774,63062,10.4,6182750,1713771
Array,97326,50,529312,387794,681739,609932,1.29,183,381,97427,76715,14,13,6098,5453,0,4,59.3,229862,63715
Heap,97298,50,527975,317397,681543,554365,1.29,0,40,97399,86608,14,13,6094,5438,0,0,80.6,255962,70949
SlabList,97270,50,529259,316105,682078,605782,1.29,0,19,97476,86820,108,98,6113,5467,0,0,81.0,256199,71015
vEBTree,97340,50,527313,319237,681837,561102,1.29,0,6,97441,87236,15,14,6095,5420,0,0,80.1,255686,70873
BTree,97339,50,2241846,1912204,1401751,1082473,0.63,36357,46717,234093,203289,24375,21684,85866,73241,40,853,54.6,1044636,289558
SkipList,97442,50,2165040,1493376,682550,559535,0.32,86113,80902,97543,83067,13,13,98123,86346,942,899,66.3,989423,274254
LinkedList,97393,50,5001405,4063523,682206,584669,0.14,6398,9752,97495,82199,15,13,101182,87417,0,4,51.7,2100569,582248
Array,97596,50,529080,350659,683629,601894,1.29,0,2,97697,86093,14,13,6113,5385,0,0,72.5,254394,70514
BST,97528,50,3909404,4122927,1066383,930446,0.27,44182,79252,208298,178301,1260,1128,158983,134550,448,710,54.8,2259429,626282
vEBTree,97691,50,530747,383941,684294,609548,1.29,622,879,97792,88200,15,14,6136,5490,0,7,64.4,247135,68502
Vector,97713,50,526570,356303,684448,602503,1.30,95,399,97814,77144,15,14,6135,5500,0,3,68.7,244733,67836
HashMap,97554,50,1834164,1856604,1351380,1123358,0.74,27522,48288,292764,249329,1663,1608,125164,112925,269,468,77.2,1433173,397255
BTree,97725,50,1555579,1485583,1410731,1217456,0.91,42802,51046,235317,206578,24700,20531,85542,72991,16,392,58.4,867899,240569
LinkedList,97689,50,5304316,5468184,684278,587811,0.13,8551,21424,97791,81605,13,15,101332,89099,0,608,64.4,3522129,976284
Trie,97683,50,57551322,58374810,15491296,15497379,0.27,2768493,2767844,4416029,4434533,930510,934559,955137,956987,62455,63013,8.1,4729487,1310947
Heap,97459,50,528380,325627,682670,547568,1.29,68,226,97560,88602,15,14,6102,5517,0,0,79.0,257396,71347
RBTree,97561,50,4603889,4260638,1066768,889244,0.23,174349,163385,208374,178261,846,838,135474,122592,56,1456,70.6,3005890,833190
SlabList,97638,50,536091,333934,689253,555644,1.29,244,462,98501,89334,109,89,6178,5643,0,0,79.0,263746,73107
SoA,97600,50,531474,392152,683657,620493,1.29,657,1361,97701,88320,14,13,6111,4462,0,0,61.1,239697,66441
AoS,97613,50,533120,305605,683748,566463,1.28,1512,2706,97714,88525,15,14,24416,22122,0,0,85.9,262379,72728
Deque,97549,50,478895,386949,1078889,966323,2.25,991,1466,196805,178027,113,105,6157,4287,0,2,52.0,201196,55769
CircularBuffer,97569,50,529364,346466,683440,567329,1.29,45,500,97670,88437,14,14,6109,5528,0,0,72.4,250924,69553
SkipList,97663,50,2264792,1715426,684098,591196,0.30,139556,128776,97765,84008,12,11,98325,84059,1269,952,59.0,1012066,280530
CircularBuffer,97937,50,530579,337732,686016,554725,1.29,28,108,98038,88901,12,12,6132,5551,0,0,77.7,262506,72763
BTree,97958,50,1549346,1234949,1416115,1204397,0.91,31934,44874,236055,204059,24910,21759,86073,75103,12,80,66.3,818471,226868
vEBTree,97819,50,518866,302471,685190,508445,1.32,36,247,97920,89882,14,13,6129,5599,0,1,85.0,257021,71243
BST,97897,50,2600624,3662898,1070479,902799,0.41,36296,116077,209110,180069,660,811,159541,141814,0,687,86.1,3155416,874637
Vector,98049,50,522021,356073,686800,573102,1.32,409,954,98150,86028,15,14,6139,5627,0,1,69.3,246808,68412
SlabList,98038,50,532029,312908,689253,573183,1.30,209,357,98501,89496,111,103,6204,5719,0,7,82.4,257780,71453
LinkedList,97958,50,7903858,8071693,591993,582409,0.07,73224,87223,83991,83426,12,14,90835,88042,2,370,52.6,4243509,1176241
RBTree,98040,50,3082913,2971150,1071943,919358,0.35,67616,90955,209402,182142,734,713,136379,117111,24,1024,65.7,1952977,541338
HashMap,97933,50,958781,800663,1361933,1128635,1.42,6757,12322,293900,250280,2285,1999,128371,111097,1,21,72.5,580097,160795
Heap,97780,50,531849,326987,684917,552053,1.29,43,282,97881,88631,14,13,6125,5523,0,1,78.2,255542,70833
SoA,98003,50,532389,333789,686478,558621,1.29,856,1304,98104,88847,14,13,6137,5570,0,0,76.9,256719,71159
SkipList,97762,50,2247027,1782648,684791,593767,0.30,141633,131180,97864,82100,13,12,98456,84509,1222,991,57.6,1026567,284550
AoS,97893,50,541107,370734,685708,574303,1.27,1237,2887,97994,89767,12,11,24485,22214,0,2,72.6,269338,74657
Deque,97966,50,476295,355992,1080974,961905,2.27,22,228,196805,175406,112,101,6179,5499,0,0,57.1,203429,56388
Array,98042,50,531703,323428,686751,550622,1.29,12,99,98143,87564,14,13,6137,5533,0,0,79.1,255718,70881
Trie,98001,50,55387322,55970353,15466882,15528021,0.28,2754694,2774151,4454714,4447935,926026,927497,954984,957902,63516,63181,6.2,3448809,955961
Deque,98306,50,480310,326178,1088827,969664,2.27,10,56,198854,154410,113,102,6200,5511,0,0,68.2,222360,61635
BTree,98260,50,1437856,1124753,1423256,1203326,0.99,13911,21667,237021,199076,25150,20709,86583,77865,8,145,63.4,712971,197626
Array,98317,50,532355,322103,688676,552254,1.29,16,276,98418,88358,15,14,6157,5581,0,2,81.1,261270,72420
CircularBuffer,98059,50,521749,330555,686870,557080,1.32,35,160,98160,86955,14,13,6139,5576,0,6,76.1,251648,69753
Trie,98068,50,55820980,56418805,15447721,15539588,0.28,2776557,2774947,4446374,4446609,934771,934654,956976,959532,63683,63367,7.6,4305617,1193456
Vector,98264,50,532458,343711,688305,581364,1.29,18,339,98365,88356,14,12,6153,5561,0,0,74.5,256072,70980
SlabList,98098,50,535945,398025,689253,619523,1.29,13,127,98501,78800,111,100,6178,5559,0,0,58.8,234007,64864
AoS,98141,50,536329,375936,687444,549080,1.28,34,143,98242,88316,13,12,24548,23634,0,3,66.0,247953,68729
HashMap,98157,50,938164,930830,1373028,1230139,1.46,6008,15318,294572,253561,2438,2125,129564,113791,0,33,75.1,699414,193868
SoA,98088,50,529120,332685,687073,558332,1.30,296,509,98189,89327,14,14,6154,5567,0,13,76.2,253434,70248
SkipList,98140,50,2228006,1597362,687437,566428,0.31,125450,117104,98242,83242,13,13,98815,86751,1217,959,61.9,988800,274081
Heap,98082,50,532039,350786,687031,587165,1.29,195,210,98183,78858,15,14,6142,5536,0,0,70.9,248735,68946
LinkedList,98126,50,5787378,6643304,631128,593212,0.11,26181,55998,89039,84242,17,17,94031,87356,1,347,57.6,3824736,1060163
vEBTree,98306,50,532443,317422,688599,547649,1.29,23,65,98407,88388,12,12,6153,5552,0,0,81.0,257151,71279
RBTree,98319,50,3134019,2885326,1074953,901367,0.34,63296,83909,210000,177673,789,718,136582,118875,14,228,60.6,1747499,484382
BST,98293,50,2121741,2738538,1074692,928039,0.51,12509,60060,209948,171565,807,898,160724,138530,0,148,81.2,2224407,616574
BST,98628,50,1838391,1726705,1078987,923051,0.59,3375,22461,210746,182218,731,669,161101,138732,0,25,65.7,1134952,314593
SkipList,98542,50,2185741,1632865,690251,574920,0.32,126877,120628,98644,84738,13,13,99228,84870,1357,977,62.4,1018464,282304
Trie,98451,50,58252357,58848784,15535817,15599779,0.27,2779620,2786081,4439806,4459147,949166,949015,964684,964218,63118,63624,7.4,4349257,1205552
SoA,98477,50,534225,369741,689796,616257,1.29,15,22,98578,88530,14,13,6166,5533,0,0,65.8,243472,67487
CircularBuffer,98611,50,534717,320906,690734,550434,1.29,19,31,98712,88699,14,14,6175,5546,0,0,80.5,258275,71590
SlabList,98506,50,541144,324119,696428,557026,1.29,11,19,99526,89505,110,100,6244,5613,0,0,79.6,258120,71547
LinkedList,98599,50,5279008,6220363,625209,590218,0.12,31884,49625,87499,84009,12,13,93103,88274,3,12,56.0,3481764,965096
Vector,98416,50,534182,385614,689369,616110,1.29,4,26,98517,88280,14,13,6165,5534,0,0,61.0,235299,65221
vEBTree,98495,50,533569,342248,689922,545300,1.29,14,41,98596,88163,14,12,6169,5535,0,0,73.4,251369,69676
Heap,98356,50,532178,330507,688949,568756,1.29,17,36,98457,88074,15,14,6158,5527,0,0,77.3,255463,70811
Array,98579,50,534661,313349,690510,545587,1.29,198,543,98680,88272,13,12,6171,5536,0,0,83.3,261052,72360
HashMap,98565,50,947114,793875,1353450,1153323,1.43,5100,9993,295796,252033,3355,2945,128555,113232,1,9,69.4,550998,152729
Deque,98605,50,480005,348954,1090322,968111,2.27,29,363,198854,176837,112,101,6224,5531,0,0,60.3,210432,58329
BTree,98518,50,1548428,1420084,1428952,1235298,0.92,20351,22693,237819,205836,25385,21824,87318,74772,29,49,40.9,581075,161066
RBTree,98648,50,3024801,3163745,1079318,935139,0.36,69702,89690,210804,183721,701,672,137184,119047,7,2079,66.3,2098731,581738
AoS,98519,50,540866,448073,690090,630429,1.28,1094,2374,98620,88673,14,12,24644,22229,0,2,47.2,211681,58675
Array,98784,50,536574,347125,691945,626475,1.29,31,273,98885,89294,15,14,6187,5582,0,0,74.7,259309,71877
BTree,98778,50,2420976,2351609,1435542,1235841,0.59,120336,115650,238686,206332,25890,22338,88620,75958,145,528,61.5,1446412,400925
SlabList,98935,50,538278,317203,696428,579441,1.29,181,1031,99526,86709,110,102,6250,5743,0,0,83.5,264971,73446
Heap,98777,50,535708,356815,691896,577997,1.29,218,1093,40414,49097,14,13,6199,5670,2,1,70.6,251988,69848
SoA,98934,50,537285,360460,692995,575329,1.29,819,1323,99035,80214,15,14,6204,5677,0,1,69.5,250664,69481
Trie,98943,50,61523053,60865355,15605073,15654314,0.25,2786624,2797092,4471613,4480391,963940,963859,968114,970520,63605,63828,7.2,4354331,1206959
AoS,98747,50,538619,330342,691686,592637,1.28,88,2527,98848,91296,14,14,24697,22556,0,4,86.0,284014,78725
SkipList,98838,50,2267997,1700369,692323,591664,0.31,130509,118954,98940,84357,13,13,99517,85467,1265,998,58.3,990737,274618
vEBTree,98932,50,536885,329548,692981,558630,1.29,112,552,99033,88232,14,13,6195,5593,0,1,79.1,260646,72247
BST,98870,50,1836456,1538356,1082529,940432,0.59,1175,10861,211375,180228,621,571,162543,140476,0,16,57.7,887186,245915
CircularBuffer,98818,50,535859,336578,692183,566462,1.29,49,269,98919,89282,14,13,6189,4962,0,0,76.2,256545,71111
Deque,98848,50,474979,292552,1091537,904660,2.30,11,40,198854,177081,112,101,6233,5585,0,0,78.1,228432,63318
HashMap,98663,50,868254,875982,1376784,1232519,1.59,5851,15666,296090,247575,1960,1734,130585,113363,1,33,63.9,559498,155085
LinkedList,98833,50,5466083,6054470,620148,592800,0.11,34569,48219,89355,84855,17,16,100681,88034,2,80,51.3,3106162,860984
Vector,98680,50,534051,294024,691217,514447,1.29,36,323,98781,89150,14,13,6181,5575,0,0,90.2,265155,73497
RBTree,98877,50,4245272,3855229,1082676,907703,0.26,61363,88476,211398,183340,952,892,140861,123530,1739,1661,63.3,2442109,676918
Deque,99173,50,619366,409588,1093162,905235,1.76,33,389,198854,178954,114,105,6274,5750,2,2,71.0,291001,80661
HashMap,99030,50,1594158,1568105,1339843,1105778,0.84,19735,28700,297192,263351,3234,2975,122035,106634,58,119,81.4,1276622,353862
LinkedList,99124,50,5493668,6051267,645140,596845,0.12,17514,42090,94233,85274,15,14,96673,86491,166,262,62.3,3771027,1045275
vEBTree,99144,50,1433,161591,694465,624045,484.62,31,451,99245,89359,14,14,6223,6225,0,0,152.5,246379,68293
SlabList,98963,50,536256,330030,696428,557103,1.30,17,456,99526,89603,110,101,6253,5626,0,1,77.6,256013,70963
CircularBuffer,99049,50,538388,442885,693800,419594,1.29,39,421,99150,89252,13,13,6210,5621,0,0,49.6,219735,60907
BTree,99229,50,2130406,1675074,1446297,1252240,0.68,21985,31361,240138,207231,26125,22475,90087,77054,435,327,55.6,931588,258223
SoA,98979,50,535728,325396,693310,553148,1.29,6,27,99080,89216,14,13,6211,5590,0,0,78.0,253893,70376
Heap,99010,50,1957,162719,693527,485566,354.38,200,283,99111,87222,15,15,6211,6211,0,0,152.6,248251,68812
BST,98958,50,2984573,3610720,1083622,905823,0.36,19743,78707,211576,181961,889,905,159986,116992,99,216,76.8,2774487,769049
Array,99053,50,536716,388713,693828,590700,1.29,10,122,99154,81854,14,12,6213,5639,3,3,62.7,243664,67540
AoS,99187,50,549440,376292,694766,562921,1.26,1006,2148,99288,90207,14,13,24826,22622,1,13,75.1,282761,78377
SkipList,99168,50,2390253,1769242,694633,578455,0.29,133289,123999,99270,86061,14,13,102724,87112,1348,986,61.3,1084255,300540
Vector,98976,50,536834,385748,693289,559720,1.29,21,302,99077,90091,14,14,6209,5655,0,0,62.5,241147,66842
RBTree,99095,50,5188684,5255022,1085157,932465,0.21,117966,151408,211880,181545,1064,996,138968,124637,1716,2545,49.2,2586986,717076
Trie,99141,50,60974893,60511674,15594718,15688993,0.26,2787652,2801137,4465074,4492108,967446,965650,967476,973004,63040,63864,8.7,5252805,1456003
Deque,99296,50,482398,364278,1093777,956289,2.27,21,328,198854,150128,112,99,6261,5471,0,0,56.0,203877,56512
SoA,99263,50,538845,421129,695298,616908,1.29,38,258,99364,88549,12,12,6215,5538,0,0,52.2,219930,60961
SlabList,99338,50,546558,308356,703603,549292,1.29,22,117,100551,89932,111,100,6306,5483,0,0,88.7,273643,75850
HashMap,99366,50,1601715,1694514,1326176,1117912,0.83,20901,32159,298199,257390,5816,4347,123616,107872,26,44,54.6,925700,256591
Vector,99495,50,540987,408828,696922,621134,1.29,277,480,99596,88858,14,12,6232,5582,0,0,56.6,231254,64100
Array,99306,50,537890,327985,695599,566771,1.29,16,40,99407,89357,15,14,6219,5566,0,0,79.6,260952,72332
CircularBuffer,99549,50,528763,315265,697300,553314,1.32,32,273,99650,89515,12,11,6233,5590,0,0,83.1,262014,72627
Heap,99334,50,538469,314521,695795,549036,1.29,23,72,99435,89128,14,13,6219,5566,0,0,83.4,262385,72729
Trie,99527,50,56316718,56511357,15603701,15753527,0.28,2793022,2811402,4466375,4506380,934841,941461,964115,970650,64444,64486,4.9,2792963,774170
BST,99384,50,1878146,1578319,1089392,945696,0.58,2208,7305,212629,186889,889,809,163170,132045,0,40,64.4,1016615,281791
BTree,99284,50,1809822,1624013,1447686,1149083,0.80,62416,65327,240323,206632,26228,21976,89459,78603,36,295,54.6,886536,245735
LinkedList,99412,50,12110163,10790382,594885,597940,0.05,172624,131924,85487,85387,20,19,92996,90681,626,1331,45.8,4938612,1368913
AoS,99419,50,546816,369010,696390,541555,1.27,4845,7852,99520,85181,15,14,24881,21475,0,13,74.7,275504,76366
RBTree,99425,50,3460664,3211598,1090048,938757,0.31,92989,112318,212742,183673,937,860,138544,119959,9,383,56.6,1817281,503725
vEBTree,99292,50,538684,357406,695501,571719,1.29,32,187,99393,84231,15,14,6216,5657,0,0,70.6,252484,69985
SkipList,99386,50,2248222,1795945,696159,590182,0.31,158854,136989,99488,85229,18,18,100090,88059,1243,1034,59.4,1067434,295878
Vector,99649,50,541661,352712,698000,575402,1.29,221,880,99750,81761,14,14,6240,5664,0,1,72.1,254218,70466
Array,99650,50,461130,292804,698007,570795,1.51,14,220,99751,90794,15,14,6239,5656,0,0,89.6,262333,72715
Deque,99678,50,520516,383404,1101840,890241,2.12,316,994,200903,182965,119,110,6297,4763,0,15,65.6,251643,69752
LinkedList,99586,50,5999586,6529897,598278,592206,0.10,28144,58232,89226,86251,19,18,90246,87781,2,268,54.6,3564689,988081
HashMap,99618,50,1226213,925642,1341209,1110923,1.09,7236,12023,298955,257483,4161,3747,127270,113499,1,31,76.9,711628,197253
BST,99608,50,1956171,1573867,1092400,929719,0.56,3937,12046,213173,181658,898,801,163413,143369,0,7,69.9,1100270,304979
AoS,99611,50,543854,337342,697734,562253,1.28,136,415,99712,87379,14,13,24916,22524,0,0,78.4,264355,73276
RBTree,99724,50,3395841,3286382,1093561,932997,0.32,84395,117363,213406,183118,937,855,138442,119818,44,218,63.0,2071500,574190
Heap,99628,50,540005,332243,697853,561546,1.29,23,93,99729,89782,14,13,6240,4448,0,0,77.4,257124,71271
Trie,99797,50,56858453,57405238,15732616,15792298,0.28,2802113,2817283,4474868,4510435,942844,944725,967106,974093,64695,64695,7.0,4016656,1113360
vEBTree,99822,50,540804,325696,699211,557533,1.29,15,50,99923,89865,14,13,6250,5621,0,0,79.5,258913,71767
SoA,99555,50,540244,378147,697342,557533,1.29,0,11,99656,89668,14,13,6237,5606,0,0,65.9,249177,69068
SkipList,99766,50,2340936,1844142,698819,598346,0.30,138638,129502,99868,83856,12,12,100465,86388,1555,1039,59.9,1105529,306437
BTree,99612,50,1591488,1322786,1456090,1167190,0.91,48300,59004,241423,211804,26537,23206,90211,77422,21,77,70.4,931564,258216
SlabList,99806,50,545975,329784,703603,562214,1.29,15,217,100551,90814,110,100,6307,5693,0,0,79.7,262999,72900
CircularBuffer,99581,50,543082,435962,697524,594780,1.28,939,1141,99682,89785,14,14,6236,4069,0,0,49.2,214354,59416
LinkedList,100000,20,5764187,5698848,644563,591394,0.11,15462,40764,100102,84865,15,15,94340,89036,5,41,58.7,3347116,1466938
CircularBuffer,100000,20,314961,281252,700457,532153,2.22,72,458,100101,82969,13,14,6263,6267,0,0,96.2,270474,118541
BST,100000,20,1951217,1799185,1096595,905479,0.56,3948,29364,214007,187862,792,745,163761,146884,0,17,81.0,1457228,638658
vEBTree,100000,20,349000,282613,700457,527219,2.01,1072,1387,100101,90446,14,15,6267,6272,0,1,95.2,268934,117866
HashMap,100000,20,1733497,1541583,1388669,1181506,0.80,47052,54053,300102,271403,3122,2988,126770,113706,19,75,79.6,1227039,537774
Array,101590,20,469719,296597,711587,544711,1.51,63,472,101691,80874,15,16,6363,6370,0,0,93.1,276173,121038
RBTree,100913,20,3587070,3037082,1109161,943924,0.31,88136,92661,216284,183604,740,687,140591,121737,81,309,59.2,1796675,787427
BTree,100000,20,1620726,1108594,1465368,1210823,0.90,32300,29832,242673,202175,26845,23523,91055,83313,14,34,69.6,771428,338093
Vector,100000,20,361606,281439,700457,530104,1.94,86,145,100101,86583,14,15,6262,6264,0,0,94.6,266183,116660
